test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,redis_scenario,00:00:30,global information,3000,3000,0,100,1.65,5.76,62.07,4.2,6.07,17.2,27.14,4.99,0,0,0,0
