test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,redis_scenario,00:00:30,global information,3000,2054,946,68.5,1.56,18.46,666.5,4.84,8.1,36.86,472.06,70.12,0,0,0,0
