test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,redis_scenario,00:00:30,global information,3000,203,2797,6.8,91.22,19676.22,35013.91,22839.3,27017.22,34930.69,34996.22,10471.07,0,0,0,0
