test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,redis_scenario,00:00:30,global information,3000,3000,0,100,1.54,6.36,114.78,4.49,6.66,14.98,34.24,7.55,0,0,0,0
